시,지역명,법정동,단지명,금액_만원,전용면적,층,건축년도,거래년,거래월,거래일,거래일자,거래년월,거래유형,매수자,매도자,지역코드,지번
수원시,수원시 장안구,정자동,화서역푸르지오브리시엘,120000,84.8641,12,2023,2025,6,22,2025-06-22,2025-06,중개거래,개인,개인,41111,961
수원시,수원시 장안구,정자동,화서역현대벽산,40500,59.88,10,1999,2025,6,19,2025-06-19,2025-06,중개거래,개인,개인,41111,886-1
수원시,수원시 장안구,조원동,주공뉴타운1,44500,84.34,2,2001,2025,6,26,2025-06-26,2025-06,중개거래,개인,개인,41111,855
수원시,수원시 장안구,조원동,주공뉴타운1,47000,84.34,17,2001,2025,6,13,2025-06-13,2025-06,중개거래,개인,개인,41111,855
수원시,수원시 장안구,율전동,성균관대역동문디이스트,50000,59.9823,11,2017,2025,6,23,2025-06-23,2025-06,직거래,개인,개인,41111,600
수원시,수원시 장안구,조원동,한일타운우성,71500,121.48,13,1999,2025,6,29,2025-06-29,2025-06,중개거래,개인,개인,41111,881
수원시,수원시 장안구,정자동,백설마을효성,42400,76.36,19,2000,2025,6,16,2025-06-16,2025-06,중개거래,개인,개인,41111,880-2
수원시,수원시 장안구,이목동,수원장안힐스테이트,68000,84.993,12,2012,2025,6,27,2025-06-27,2025-06,중개거래,개인,개인,41111,916
수원시,수원시 장안구,조원동,한일타운대림,44500,59.842,19,1999,2025,6,27,2025-06-27,2025-06,중개거래,개인,개인,41111,881
수원시,수원시 장안구,정자동,수원 SK SKY VIEW,66000,59.961,20,2013,2025,6,26,2025-06-26,2025-06,중개거래,개인,개인,41111,945
수원시,수원시 장안구,천천동,화서역푸르지오더에듀포레,82000,148.75,19,2009,2025,6,7,2025-06-07,2025-06,중개거래,개인,개인,41111,333
수원시,수원시 장안구,조원동,한일타운쌍용,60000,84.772,11,1999,2025,6,19,2025-06-19,2025-06,직거래,개인,개인,41111,881
수원시,수원시 장안구,정자동,수원 SK SKY VIEW,64500,59.929,10,2013,2025,6,29,2025-06-29,2025-06,중개거래,개인,개인,41111,945
수원시,수원시 장안구,율전동,삼성1(율전동),53000,84.99,6,1998,2025,6,30,2025-06-30,2025-06,중개거래,개인,개인,41111,468
수원시,수원시 장안구,정자동,화서역파크푸르지오,118000,84.7,10,2021,2025,6,26,2025-06-26,2025-06,중개거래,개인,개인,41111,950
수원시,수원시 장안구,율전동,성균관대역동문디이스트,56000,59.9823,22,2017,2025,6,21,2025-06-21,2025-06,중개거래,개인,개인,41111,600
수원시,수원시 장안구,정자동,북수원자이렉스비아,95000,84.35,23,2024,2025,6,23,2025-06-23,2025-06,중개거래,개인,개인,41111,964
수원시,수원시 장안구,정자동,화서역파크푸르지오,105000,74.96,8,2021,2025,6,5,2025-06-05,2025-06,중개거래,개인,개인,41111,950
수원시,수원시 장안구,정자동,화서역파크뷰,43000,59.94,5,2000,2025,6,25,2025-06-25,2025-06,중개거래,개인,개인,41111,882-5
수원시,수원시 장안구,정자동,꽃뫼마을신안,56400,84.94,6,1999,2025,6,24,2025-06-24,2025-06,중개거래,개인,개인,41111,883-6
수원시,수원시 장안구,정자동,노을마을대동,39500,59.97,9,2000,2025,6,27,2025-06-27,2025-06,중개거래,개인,개인,41111,888-2
수원시,수원시 장안구,이목동,장안STX칸1단지,68000,103.852,10,2013,2025,6,23,2025-06-23,2025-06,중개거래,개인,개인,41111,918
수원시,수원시 장안구,천천동,천천삼성래미안,49000,84.99,8,2002,2025,6,22,2025-06-22,2025-06,중개거래,개인,개인,41111,544
수원시,수원시 장안구,천천동,비단마을성우우방,69200,127.973,5,2002,2025,6,25,2025-06-25,2025-06,중개거래,개인,개인,41111,531
수원시,수원시 장안구,정자동,화서역현대벽산,39000,59.95,4,1999,2025,6,26,2025-06-26,2025-06,중개거래,개인,개인,41111,886-1
수원시,수원시 장안구,천천동,비단마을베스트타운,64000,84.9981,3,2001,2025,6,21,2025-06-21,2025-06,중개거래,개인,개인,41111,511
수원시,수원시 장안구,정자동,화서역파크푸르지오,88000,59.98,7,2021,2025,6,7,2025-06-07,2025-06,중개거래,개인,개인,41111,950
수원시,수원시 장안구,연무동,서광교파크스위첸,55000,52.6886,6,2023,2025,6,27,2025-06-27,2025-06,중개거래,개인,개인,41111,300
수원시,수원시 장안구,정자동,화서역 우방 센트럴파크,49200,59.98,12,1999,2025,6,3,2025-06-03,2025-06,중개거래,개인,개인,41111,887-1
수원시,수원시 장안구,천천동,화서역푸르지오더에듀포레,59800,59.98,11,2009,2025,6,27,2025-06-27,2025-06,중개거래,개인,개인,41111,333
수원시,수원시 장안구,정자동,수원 SK SKY VIEW,82500,84.911,35,2013,2025,6,30,2025-06-30,2025-06,중개거래,개인,개인,41111,945
수원시,수원시 장안구,천천동,일성,44500,84.85,15,1997,2025,6,26,2025-06-26,2025-06,중개거래,개인,개인,41111,569
수원시,수원시 장안구,연무동,서광교파크스위첸,87500,84.8505,19,2023,2025,6,17,2025-06-17,2025-06,중개거래,개인,개인,41111,300
수원시,수원시 장안구,율전동,삼성2(율전동),38500,59.98,2,1998,2025,6,19,2025-06-19,2025-06,직거래,개인,개인,41111,419
수원시,수원시 장안구,정자동,화서역파크푸르지오,92000,59.78,38,2021,2025,6,21,2025-06-21,2025-06,중개거래,개인,개인,41111,950
수원시,수원시 장안구,파장동,노송,29900,51.84,2,1986,2025,6,21,2025-06-21,2025-06,중개거래,개인,개인,41111,560
수원시,수원시 장안구,율전동,성균관대역동문디이스트,68100,84.9977,7,2017,2025,6,18,2025-06-18,2025-06,중개거래,개인,개인,41111,600
수원시,수원시 장안구,송죽동,수원아너스빌위즈,66000,84.975,19,2017,2025,6,15,2025-06-15,2025-06,중개거래,개인,개인,41111,517
수원시,수원시 장안구,정자동,화서역파크푸르지오,95000,59.78,29,2021,2025,6,22,2025-06-22,2025-06,중개거래,개인,개인,41111,950
수원시,수원시 장안구,정자동,동신1단지,29000,56.71,7,1987,2025,6,6,2025-06-06,2025-06,중개거래,개인,개인,41111,395
수원시,수원시 장안구,정자동,동신1단지,30500,66.88,12,1987,2025,6,6,2025-06-06,2025-06,중개거래,개인,개인,41111,395
수원시,수원시 장안구,정자동,동신1단지,27500,56.71,4,1987,2025,6,6,2025-06-06,2025-06,중개거래,개인,개인,41111,395
수원시,수원시 장안구,조원동,수원광교산스위첸,64800,120.7008,3,2010,2025,6,18,2025-06-18,2025-06,중개거래,개인,개인,41111,910
수원시,수원시 장안구,조원동,한일타운태영,59400,99.98,22,1999,2025,6,14,2025-06-14,2025-06,중개거래,개인,개인,41111,881
수원시,수원시 장안구,파장동,삼익,43000,104.83,10,1978,2025,6,19,2025-06-19,2025-06,중개거래,개인,개인,41111,212-5
수원시,수원시 장안구,정자동,백설마을성지동양고속아파트,67500,99.89,14,1999,2025,6,21,2025-06-21,2025-06,중개거래,개인,개인,41111,879-1
수원시,수원시 장안구,정자동,화서역 위너스 파크,56000,84.45,12,2002,2025,6,19,2025-06-19,2025-06,중개거래,개인,개인,41111,922
수원시,수원시 장안구,천천동,비단마을성우우방,74500,128.118,7,2002,2025,6,21,2025-06-21,2025-06,중개거래,개인,개인,41111,531
수원시,수원시 장안구,정자동,청솔마을한라,45800,59.985,12,2001,2025,6,21,2025-06-21,2025-06,중개거래,개인,개인,41111,919
수원시,수원시 장안구,조원동,티앤와이꿈사랑,31700,73.04,6,2006,2025,6,17,2025-06-17,2025-06,중개거래,개인,개인,41111,749
수원시,수원시 장안구,조원동,주공뉴타운2,33500,59.42,13,2001,2025,6,15,2025-06-15,2025-06,중개거래,개인,개인,41111,861
수원시,수원시 장안구,천천동,천천삼성래미안,47900,84.99,10,2002,2025,6,26,2025-06-26,2025-06,중개거래,개인,법인,41111,544
수원시,수원시 장안구,천천동,비단마을신명,42000,59.995,7,2001,2025,6,18,2025-06-18,2025-06,중개거래,개인,개인,41111,482
수원시,수원시 장안구,천천동,천천삼성래미안,53800,84.99,9,2002,2025,6,18,2025-06-18,2025-06,중개거래,개인,개인,41111,544
수원시,수원시 장안구,율전동,신일,39500,84.89,6,1997,2025,6,24,2025-06-24,2025-06,중개거래,개인,개인,41111,319
수원시,수원시 장안구,정자동,화서역 우방 센트럴파크,48800,59.98,9,1999,2025,6,23,2025-06-23,2025-06,중개거래,개인,개인,41111,887-1
수원시,수원시 장안구,천천동,일성,42000,84.85,1,1997,2025,6,27,2025-06-27,2025-06,중개거래,개인,법인,41111,569
수원시,수원시 장안구,천천동,현대(천천동),38800,59.84,12,1997,2025,6,13,2025-06-13,2025-06,중개거래,개인,개인,41111,566
수원시,수원시 장안구,정자동,수원 SK SKY VIEW,83000,84.893,9,2013,2025,6,30,2025-06-30,2025-06,중개거래,개인,개인,41111,945
수원시,수원시 장안구,천천동,화서역푸르지오더에듀포레,69500,84.79,3,2009,2025,6,9,2025-06-09,2025-06,중개거래,개인,개인,41111,333
수원시,수원시 장안구,천천동,화서역푸르지오더에듀포레,57500,59.98,21,2009,2025,6,18,2025-06-18,2025-06,중개거래,개인,개인,41111,333
수원시,수원시 장안구,정자동,수원 SK SKY VIEW,65000,59.929,24,2013,2025,6,11,2025-06-11,2025-06,중개거래,개인,개인,41111,945
수원시,수원시 장안구,정자동,수원 SK SKY VIEW,77000,84.911,3,2013,2025,6,21,2025-06-21,2025-06,중개거래,개인,개인,41111,945
수원시,수원시 장안구,조원동,주공뉴타운2,34500,59.42,20,2001,2025,6,21,2025-06-21,2025-06,중개거래,개인,개인,41111,861
수원시,수원시 장안구,정자동,화서역파크푸르지오,120000,84.81,41,2021,2025,6,22,2025-06-22,2025-06,중개거래,개인,개인,41111,950
수원시,수원시 장안구,천천동,화서역푸르지오더에듀포레,83500,113.04,15,2009,2025,6,30,2025-06-30,2025-06,중개거래,개인,개인,41111,333
수원시,수원시 장안구,조원동,주공뉴타운1,46500,84.34,16,2001,2025,6,13,2025-06-13,2025-06,중개거래,개인,개인,41111,855
수원시,수원시 장안구,율전동,율전,14850,43.97,2,1980,2025,6,14,2025-06-14,2025-06,중개거래,개인,개인,41111,439-8
수원시,수원시 장안구,조원동,한일타운태영,59000,99.98,22,1999,2025,6,14,2025-06-14,2025-06,중개거래,개인,개인,41111,881
수원시,수원시 장안구,이목동,수원장안힐스테이트,82000,127.997,12,2012,2025,6,27,2025-06-27,2025-06,중개거래,개인,개인,41111,916
수원시,수원시 장안구,율전동,밤꽃마을뜨란채,45000,84.86,21,2005,2025,6,28,2025-06-28,2025-06,중개거래,개인,개인,41111,546
수원시,수원시 장안구,조원동,주공뉴타운2,41800,84.34,21,2001,2025,6,16,2025-06-16,2025-06,중개거래,개인,개인,41111,861
수원시,수원시 장안구,정자동,동신1단지,27000,56.71,6,1987,2025,6,21,2025-06-21,2025-06,중개거래,개인,개인,41111,395
수원시,수원시 장안구,송죽동,수원로얄팰리스,52000,84.97,6,2006,2025,6,28,2025-06-28,2025-06,중개거래,개인,개인,41111,514
수원시,수원시 장안구,이목동,장안STX칸1단지,62000,84.573,11,2013,2025,6,21,2025-06-21,2025-06,중개거래,개인,개인,41111,918
수원시,수원시 장안구,조원동,주공뉴타운2,45000,84.34,20,2001,2025,6,20,2025-06-20,2025-06,중개거래,개인,개인,41111,861
수원시,수원시 장안구,정자동,수원 SK SKY VIEW,93000,97.791,17,2013,2025,6,27,2025-06-27,2025-06,중개거래,개인,개인,41111,945
수원시,수원시 장안구,조원동,광교산임광그대가,73000,124.7594,7,2010,2025,6,20,2025-06-20,2025-06,중개거래,개인,개인,41111,912
수원시,수원시 장안구,천천동,화서역푸르지오더에듀포레,66300,84.79,3,2009,2025,6,13,2025-06-13,2025-06,중개거래,개인,개인,41111,333
수원시,수원시 장안구,천천동,천천삼성래미안,48500,84.99,10,2002,2025,6,28,2025-06-28,2025-06,중개거래,개인,개인,41111,544
수원시,수원시 장안구,이목동,장안STX칸1단지,53500,59.958,4,2013,2025,6,14,2025-06-14,2025-06,중개거래,개인,개인,41111,918
수원시,수원시 장안구,이목동,장안STX칸1단지,63800,84.573,6,2013,2025,6,28,2025-06-28,2025-06,중개거래,개인,개인,41111,918
수원시,수원시 장안구,조원동,한일타운대림,45700,59.842,14,1999,2025,6,21,2025-06-21,2025-06,중개거래,개인,개인,41111,881
수원시,수원시 장안구,정자동,백설마을삼환나우빌,42500,59.83,4,1999,2025,6,27,2025-06-27,2025-06,중개거래,개인,개인,41111,880-3
수원시,수원시 장안구,이목동,수원장안힐스테이트,71000,101.995,16,2012,2025,6,19,2025-06-19,2025-06,중개거래,개인,개인,41111,916
수원시,수원시 장안구,율전동,대우이안,33500,52.7073,11,2005,2025,6,27,2025-06-27,2025-06,중개거래,개인,개인,41111,375-2
수원시,수원시 장안구,정자동,화서역파크푸르지오,95000,59.78,38,2021,2025,6,21,2025-06-21,2025-06,중개거래,개인,개인,41111,950
수원시,수원시 장안구,천천동,화서역푸르지오더에듀포레,68500,84.89,14,2009,2025,6,27,2025-06-27,2025-06,중개거래,개인,개인,41111,333
수원시,수원시 장안구,천천동,화서역푸르지오더에듀포레,73500,84.92,19,2009,2025,6,27,2025-06-27,2025-06,중개거래,개인,개인,41111,333
수원시,수원시 장안구,정자동,꽃뫼마을신안,53500,84.94,4,1999,2025,6,27,2025-06-27,2025-06,중개거래,개인,개인,41111,883-6
수원시,수원시 장안구,정자동,수원 SK SKY VIEW,105000,129.731,39,2013,2025,6,27,2025-06-27,2025-06,중개거래,개인,개인,41111,945
수원시,수원시 장안구,정자동,화서역파크푸르지오,118800,84.7,6,2021,2025,6,26,2025-06-26,2025-06,중개거래,개인,개인,41111,950
수원시,수원시 장안구,정자동,화서역파크푸르지오,122000,84.7,41,2021,2025,6,26,2025-06-26,2025-06,중개거래,개인,개인,41111,950
수원시,수원시 장안구,천천동,비단마을영풍,74000,122.8433,5,2001,2025,6,27,2025-06-27,2025-06,중개거래,개인,개인,41111,514
수원시,수원시 장안구,조원동,더샵광교산퍼스트파크,33250,36.63,7,2022,2025,6,27,2025-06-27,2025-06,중개거래,개인,개인,41111,925
수원시,수원시 장안구,율전동,밤꽃마을뜨란채,41900,84.8,16,2005,2025,6,27,2025-06-27,2025-06,중개거래,개인,개인,41111,546
수원시,수원시 장안구,정자동,화서역파크푸르지오,115000,84.7,10,2021,2025,6,26,2025-06-26,2025-06,중개거래,개인,개인,41111,950
수원시,수원시 장안구,정자동,수원 SK SKY VIEW,62600,59.929,3,2013,2025,6,27,2025-06-27,2025-06,중개거래,개인,개인,41111,945
수원시,수원시 장안구,정자동,화서역 우방 센트럴파크,47900,59.98,16,1999,2025,6,27,2025-06-27,2025-06,중개거래,개인,개인,41111,887-1
수원시,수원시 장안구,정자동,정자KTe-편한세상,81000,140.72,6,2008,2025,6,27,2025-06-27,2025-06,중개거래,개인,개인,41111,24-1
수원시,수원시 장안구,정자동,화서역 위너스 파크,58000,84.45,17,2002,2025,6,24,2025-06-24,2025-06,중개거래,개인,개인,41111,922
수원시,수원시 장안구,정자동,화서역 우방 센트럴파크,49700,59.98,16,1999,2025,6,27,2025-06-27,2025-06,중개거래,개인,개인,41111,887-1
수원시,수원시 장안구,정자동,화서역 우방 센트럴파크,49000,59.98,11,1999,2025,6,21,2025-06-21,2025-06,중개거래,개인,개인,41111,887-1
수원시,수원시 장안구,정자동,화서역 우방 센트럴파크,52100,59.98,9,1999,2025,6,21,2025-06-21,2025-06,중개거래,개인,개인,41111,887-1
수원시,수원시 장안구,천천동,화서역푸르지오더에듀포레,68800,84.89,18,2009,2025,6,27,2025-06-27,2025-06,중개거래,개인,개인,41111,333
수원시,수원시 장안구,조원동,수원광교산스위첸,63800,120.7008,5,2010,2025,6,5,2025-06-05,2025-06,중개거래,개인,법인,41111,910
수원시,수원시 장안구,정자동,화서역파크푸르지오,104000,74.96,14,2021,2025,6,26,2025-06-26,2025-06,중개거래,개인,개인,41111,950
수원시,수원시 장안구,천천동,화서역푸르지오더에듀포레,70000,84.92,9,2009,2025,6,27,2025-06-27,2025-06,중개거래,개인,개인,41111,333
수원시,수원시 장안구,정자동,백설마을현대코오롱아파트,39500,59.79,7,1999,2025,6,27,2025-06-27,2025-06,중개거래,개인,개인,41111,870-1
수원시,수원시 장안구,조원동,한일타운우성,62500,84.772,15,1999,2025,6,23,2025-06-23,2025-06,중개거래,개인,개인,41111,881
수원시,수원시 장안구,천천동,현대(천천동),31500,50.36,6,1997,2025,6,5,2025-06-05,2025-06,중개거래,개인,개인,41111,566
수원시,수원시 장안구,정자동,정자2차희성연인,41000,84.946,9,2009,2025,6,25,2025-06-25,2025-06,중개거래,개인,개인,41111,69-2
수원시,수원시 장안구,율전동,밤꽃마을뜨란채,42000,84.8,15,2005,2025,6,25,2025-06-25,2025-06,중개거래,개인,개인,41111,546
수원시,수원시 장안구,정자동,동신2단지,22000,43.02,9,1988,2025,6,27,2025-06-27,2025-06,중개거래,개인,개인,41111,313-1
수원시,수원시 장안구,율전동,밤꽃마을뜨란채,40500,84.8,17,2005,2025,6,21,2025-06-21,2025-06,중개거래,개인,개인,41111,546
수원시,수원시 장안구,천천동,화서역푸르지오더에듀포레,69500,84.8,18,2009,2025,6,27,2025-06-27,2025-06,중개거래,개인,개인,41111,333
수원시,수원시 장안구,정자동,북수원리버파크,39000,59.92,17,2002,2025,6,23,2025-06-23,2025-06,중개거래,개인,개인,41111,913
수원시,수원시 장안구,정자동,화서역파크푸르지오,123500,84.7,37,2021,2025,6,22,2025-06-22,2025-06,중개거래,개인,개인,41111,950
수원시,수원시 장안구,율전동,신일,47000,84.89,14,1997,2025,6,26,2025-06-26,2025-06,중개거래,개인,개인,41111,319
수원시,수원시 장안구,정자동,연꽃마을풍림,60400,99.18,10,1999,2025,6,24,2025-06-24,2025-06,중개거래,개인,개인,41111,872-1
수원시,수원시 장안구,정자동,동신2단지,40000,84.98,4,1988,2025,6,21,2025-06-21,2025-06,중개거래,개인,개인,41111,313-1
수원시,수원시 장안구,천천동,현대(천천동),31500,59.84,1,1997,2025,6,26,2025-06-26,2025-06,중개거래,개인,개인,41111,566
수원시,수원시 장안구,정자동,화서역 우방 센트럴파크,52000,59.98,16,1999,2025,6,26,2025-06-26,2025-06,중개거래,개인,개인,41111,887-1
수원시,수원시 장안구,정자동,화서역현대벽산,41900,59.88,5,1999,2025,6,10,2025-06-10,2025-06,중개거래,개인,개인,41111,886-1
수원시,수원시 장안구,정자동,화서역푸르지오브리시엘,128000,84.8641,28,2023,2025,6,6,2025-06-06,2025-06,중개거래,개인,개인,41111,961
수원시,수원시 장안구,연무동,서광교파크스위첸,69200,59.3686,12,2023,2025,6,14,2025-06-14,2025-06,중개거래,개인,개인,41111,300
수원시,수원시 장안구,정자동,화서역 위너스 파크,56000,84.45,18,2002,2025,6,23,2025-06-23,2025-06,중개거래,개인,개인,41111,922
수원시,수원시 장안구,천천동,비단마을베스트타운,65000,84.9981,15,2001,2025,6,25,2025-06-25,2025-06,중개거래,개인,개인,41111,511
수원시,수원시 장안구,정자동,청솔마을한라,40400,59.992,9,2001,2025,6,18,2025-06-18,2025-06,중개거래,개인,개인,41111,919
수원시,수원시 장안구,천천동,천천삼성래미안,42700,59.975,8,2002,2025,6,26,2025-06-26,2025-06,중개거래,개인,개인,41111,544
수원시,수원시 장안구,정자동,연꽃마을벽산,48900,84.96,3,2000,2025,6,6,2025-06-06,2025-06,중개거래,개인,법인,41111,873-3
수원시,수원시 장안구,정자동,대월마을대림진흥,54000,84.9461,16,2001,2025,6,25,2025-06-25,2025-06,중개거래,개인,개인,41111,914
수원시,수원시 장안구,율전동,성균관대역동문디이스트,54500,59.9823,13,2017,2025,6,16,2025-06-16,2025-06,중개거래,개인,개인,41111,600
수원시,수원시 장안구,정자동,벽산블루밍(정자동),46500,84.98,4,2007,2025,6,25,2025-06-25,2025-06,중개거래,개인,개인,41111,423-1
수원시,수원시 장안구,정자동,화서역현대벽산,40500,59.88,10,1999,2025,6,23,2025-06-23,2025-06,중개거래,개인,개인,41111,886-1
수원시,수원시 장안구,이목동,수원장안힐스테이트,81000,127.973,13,2012,2025,6,7,2025-06-07,2025-06,중개거래,개인,개인,41111,916
수원시,수원시 장안구,조원동,한일타운쌍용,43200,59.842,9,1999,2025,6,24,2025-06-24,2025-06,중개거래,개인,개인,41111,881
수원시,수원시 장안구,정자동,동신2단지,39600,84.98,13,1988,2025,6,19,2025-06-19,2025-06,중개거래,개인,개인,41111,313-1
수원시,수원시 장안구,율전동,삼성2(율전동),50000,84.99,12,1998,2025,6,24,2025-06-24,2025-06,중개거래,개인,개인,41111,419
수원시,수원시 장안구,이목동,수원장안힐스테이트,55000,59.988,19,2012,2025,6,24,2025-06-24,2025-06,중개거래,개인,개인,41111,916
수원시,수원시 장안구,정자동,백설마을삼환나우빌,43000,59.83,6,1999,2025,6,24,2025-06-24,2025-06,중개거래,개인,개인,41111,880-3
수원시,수원시 장안구,정자동,청솔마을SK한화,70000,99.2153,14,2002,2025,6,24,2025-06-24,2025-06,중개거래,개인,개인,41111,918
수원시,수원시 장안구,정자동,동신2단지,21450,43.02,6,1988,2025,6,10,2025-06-10,2025-06,중개거래,개인,개인,41111,313-1
수원시,수원시 장안구,천천동,비단마을신명,35000,59.995,1,2001,2025,6,13,2025-06-13,2025-06,중개거래,개인,개인,41111,482
수원시,수원시 장안구,천천동,비단마을신명,41500,59.995,17,2001,2025,6,17,2025-06-17,2025-06,중개거래,개인,개인,41111,482
수원시,수원시 장안구,율전동,청도,17500,39.62,4,1987,2025,6,24,2025-06-24,2025-06,중개거래,개인,개인,41111,408-9
수원시,수원시 장안구,조원동,벽산(조원동),25800,54.9,1,1989,2025,6,18,2025-06-18,2025-06,중개거래,개인,개인,41111,510
수원시,수원시 장안구,천천동,비단마을신명,42250,59.995,15,2001,2025,6,20,2025-06-20,2025-06,중개거래,개인,개인,41111,482
수원시,수원시 장안구,율전동,밤꽃마을뜨란채,30000,59.06,9,2005,2025,6,16,2025-06-16,2025-06,중개거래,개인,개인,41111,546
수원시,수원시 장안구,천천동,현대(천천동),37500,59.84,7,1997,2025,6,21,2025-06-21,2025-06,중개거래,개인,개인,41111,566
수원시,수원시 장안구,정자동,백설마을삼환나우빌,44500,59.83,10,1999,2025,6,21,2025-06-21,2025-06,중개거래,개인,개인,41111,880-3
수원시,수원시 장안구,정자동,화서역파크푸르지오,115000,84.76,28,2021,2025,6,16,2025-06-16,2025-06,중개거래,개인,개인,41111,950
수원시,수원시 장안구,정자동,백설마을삼환나우빌,41300,59.83,7,1999,2025,6,17,2025-06-17,2025-06,중개거래,개인,개인,41111,880-3
수원시,수원시 장안구,연무동,서광교파크스위첸,53000,52.6886,18,2023,2025,6,23,2025-06-23,2025-06,중개거래,개인,개인,41111,300
수원시,수원시 장안구,정자동,연꽃마을풍림,64000,127.17,7,1999,2025,6,23,2025-06-23,2025-06,중개거래,개인,개인,41111,872-1
수원시,수원시 장안구,정자동,남서울그린맨션,35000,105.04,9,1990,2025,6,10,2025-06-10,2025-06,중개거래,개인,개인,41111,417
수원시,수원시 장안구,정자동,비바체하임,45500,65.1,20,2019,2025,6,16,2025-06-16,2025-06,중개거래,개인,개인,41111,1-10
수원시,수원시 장안구,조원동,주공뉴타운1,42000,84.34,2,2001,2025,6,9,2025-06-09,2025-06,중개거래,개인,개인,41111,855
수원시,수원시 장안구,정자동,백설마을삼환나우빌,45500,59.83,15,1999,2025,6,23,2025-06-23,2025-06,중개거래,개인,개인,41111,880-3
수원시,수원시 장안구,정자동,화서역 위너스 파크,54000,84.51,9,2002,2025,6,21,2025-06-21,2025-06,중개거래,개인,개인,41111,922
수원시,수원시 장안구,연무동,성원(연무동),11800,33.27,5,1999,2025,6,17,2025-06-17,2025-06,중개거래,개인,개인,41111,10
수원시,수원시 장안구,천천동,화서역푸르지오더에듀포레,76000,113.86,7,2009,2025,6,6,2025-06-06,2025-06,중개거래,개인,개인,41111,333
수원시,수원시 장안구,조원동,한일타운우성,47000,59.962,15,1999,2025,6,14,2025-06-14,2025-06,중개거래,개인,개인,41111,881
수원시,수원시 장안구,정자동,백설마을성지동양고속아파트,61500,99.89,6,1999,2025,6,13,2025-06-13,2025-06,중개거래,개인,개인,41111,879-1
수원시,수원시 장안구,송죽동,수원아너스빌위즈,71000,84.915,32,2017,2025,6,21,2025-06-21,2025-06,중개거래,개인,개인,41111,517
수원시,수원시 장안구,정자동,화서역 우방 센트럴파크,43200,59.98,3,1999,2025,6,13,2025-06-13,2025-06,중개거래,개인,개인,41111,887-1
수원시,수원시 장안구,연무동,서광교파크스위첸,55500,52.6886,27,2023,2025,6,23,2025-06-23,2025-06,중개거래,개인,개인,41111,300
수원시,수원시 장안구,정자동,동신2단지,25200,48.23,5,1988,2025,6,23,2025-06-23,2025-06,중개거래,개인,개인,41111,313-1
수원시,수원시 장안구,정자동,화서역 우방 센트럴파크,46800,59.98,15,1999,2025,6,20,2025-06-20,2025-06,중개거래,개인,개인,41111,887-1
수원시,수원시 장안구,천천동,천천삼성래미안,53000,84.99,19,2002,2025,6,23,2025-06-23,2025-06,중개거래,개인,개인,41111,544
수원시,수원시 장안구,정자동,동신1단지,30000,66.88,7,1987,2025,6,7,2025-06-07,2025-06,중개거래,개인,개인,41111,395
수원시,수원시 장안구,정자동,화서역 우방 센트럴파크,50000,59.98,20,1999,2025,6,21,2025-06-21,2025-06,중개거래,개인,개인,41111,887-1
수원시,수원시 장안구,정자동,화서역파크푸르지오,115000,84.81,38,2021,2025,6,14,2025-06-14,2025-06,중개거래,개인,개인,41111,950
수원시,수원시 장안구,이목동,장안STX칸2단지,57700,84.931,12,2013,2025,6,18,2025-06-18,2025-06,중개거래,개인,개인,41111,917
수원시,수원시 장안구,율전동,천록,24000,44.66,3,1983,2025,6,17,2025-06-17,2025-06,중개거래,개인,개인,41111,276-3
수원시,수원시 장안구,정자동,화서역 우방 센트럴파크,47000,59.98,12,1999,2025,6,3,2025-06-03,2025-06,중개거래,개인,개인,41111,887-1
수원시,수원시 장안구,조원동,벽산(조원동),41500,84.49,9,1989,2025,6,15,2025-06-15,2025-06,중개거래,개인,개인,41111,510
수원시,수원시 장안구,정자동,화서역 우방 센트럴파크,52200,59.98,14,1999,2025,6,21,2025-06-21,2025-06,중개거래,개인,개인,41111,887-1
수원시,수원시 장안구,정자동,동신3단지,32500,69.18,8,1989,2025,6,21,2025-06-21,2025-06,중개거래,개인,개인,41111,303
수원시,수원시 장안구,율전동,삼성2(율전동),42500,59.98,11,1998,2025,6,9,2025-06-09,2025-06,중개거래,개인,개인,41111,419
수원시,수원시 장안구,정자동,백설마을삼환나우빌,42800,59.83,10,1999,2025,6,9,2025-06-09,2025-06,중개거래,개인,개인,41111,880-3
수원시,수원시 장안구,연무동,서광교파크스위첸,88000,84.8505,17,2023,2025,6,18,2025-06-18,2025-06,중개거래,개인,개인,41111,300
수원시,수원시 장안구,이목동,장안STX칸1단지,51500,59.958,13,2013,2025,6,22,2025-06-22,2025-06,중개거래,개인,개인,41111,918
수원시,수원시 장안구,정자동,화서역파크푸르지오,131000,84.81,17,2021,2025,6,1,2025-06-01,2025-06,중개거래,개인,개인,41111,950
수원시,수원시 장안구,천천동,화서역푸르지오더에듀포레,80000,129.82,15,2009,2025,6,9,2025-06-09,2025-06,중개거래,개인,개인,41111,333
수원시,수원시 장안구,정자동,화서역파크푸르지오,116000,84.81,32,2021,2025,6,21,2025-06-21,2025-06,중개거래,개인,개인,41111,950
수원시,수원시 장안구,정자동,화서역파크푸르지오,140500,84.7,26,2021,2025,6,16,2025-06-16,2025-06,중개거래,개인,개인,41111,950
수원시,수원시 장안구,정자동,화서역파크푸르지오,105000,74.96,21,2021,2025,6,6,2025-06-06,2025-06,중개거래,개인,개인,41111,950
